numThreads,executionTime,stackType
1,0.1918923000000001,0
2,0.3234569599999999,0
4,0.45262733999999993,0
8,0.9707659800000001,0
16,1.0975559400000001,0
32,1.9518872799999993,0
1,0.12330508,1
2,0.17793378000000004,1
4,0.29291031999999995,1
8,0.55495502,1
16,1.0068185200000002,1
32,3.09994658,1
