numThreads,executionTime,stackType
1,0.09600372,0
2,0.15706313999999993,0
4,0.33948941999999993,0
8,0.6491436399999999,0
16,0.9738085599999995,0
32,2.05997912,0
1,0.08575039999999998,1
2,0.11353110000000001,1
4,0.24137927999999997,1
8,0.6616788800000001,1
16,1.11720414,1
32,2.6735292200000003,1
